miRNA_normalized_dat_mean_centered_w_fam_names_14072020.txt,miRNA_family	protein_normalized_dat_mean_centered_14072020.txt,entrezs
mir-505-3p.1	51278
mir-505-3p.1	4628
mir-505-3p.1	285382
mir-505-3p.1	389206
mir-505-3p.1	387104
mir-505-3p.1	3692
mir-505-3p.1	26519
mir-505-3p.1	80011
mir-505-3p.1	113419
mir-505-3p.1	23116
mir-505-3p.1	165186
mir-505-3p.1	400451
mir-505-3p.1	2976
mir-505-3p.1	5049
mir-505-3p.1	5048
mir-505-3p.1	10521
mir-505-3p.1	154150
mir-505-3p.1	54960
mir-505-3p.1	55209
mir-505-3p.1	9491
mir-505-3p.1	388969
mir-505-3p.1	257407
mir-505-3p.1	51529
mir-505-3p.1	219623
mir-505-3p.1	27246
mir-505-3p.1	51444
mir-505-3p.1	84750
mir-505-3p.1	153222
mir-505-3p.1	54842
mir-505-3p.1	337876
mir-505-3p.1	10038
mir-505-3p.1	23767
mir-505-3p.1	9295
mir-505-3p.1	5690
mir-505-3p.1	51582
mir-505-3p.1	79098
mir-505-3p.1	785
mir-505-3p.1	22884
mir-505-3p.1	10771
mir-505-3p.1	5728
mir-505-3p.1	9267
mir-505-3p.1	29970
mir-505-3p.1	84516
mir-505-3p.1	57709
mir-505-3p.1	1111
mir-505-3p.1	2060
mir-505-3p.1	10940
mir-505-3p.1	7464
mir-505-3p.1	56731
mir-505-3p.1	55534
mir-505-3p.1	896
mir-505-3p.1	3235
mir-505-3p.1	976
mir-505-3p.1	23468
mir-505-3p.1	23466
mir-505-3p.1	915
mir-505-3p.1	79837
mir-505-3p.1	821
mir-505-3p.1	81034
mir-505-3p.1	3607
mir-505-3p.1	1112
mir-505-3p.1	3572
mir-505-3p.1	51
mir-505-3p.1	55668
mir-505-3p.1	84376
mir-505-3p.1	88
mir-505-3p.1	79834
mir-505-3p.1	7067
mir-505-3p.1	7903
mir-505-3p.1	8026
mir-505-3p.1	94240
mir-505-3p.1	151126
mir-505-3p.1	55532
mir-505-3p.1	51742
mir-505-3p.1	133522
mir-505-3p.1	144108
mir-505-3p.1	257194
mir-505-3p.1	10858
mir-505-3p.1	147372
mir-505-3p.1	6910
mir-505-3p.1	650
mir-505-3p.1	139065
mir-505-3p.1	3872
mir-505-3p.1	81573
mir-505-3p.1	91369
mir-505-3p.1	1288
mir-505-3p.1	160518
mir-505-3p.1	9375
mir-505-3p.1	6045
mir-505-3p.1	54926
mir-505-3p.1	860
mir-505-3p.1	57708
mir-505-3p.1	6652
mir-505-3p.1	55553
mir-505-3p.1	6493
mir-505-3p.1	134510
mir-505-3p.1	65986
mir-505-3p.1	57600
mir-505-3p.1	57520
mir-505-3p.1	196527
mir-505-3p.1	10749
mir-505-3p.1	23641
mir-505-3p.1	51479
mir-505-3p.1	27125
mir-505-3p.1	51659
mir-505-3p.1	9253
mir-505-3p.1	22
mir-505-3p.1	48
mir-505-3p.1	10800
mir-505-3p.1	27
mir-505-3p.1	18
mir-505-3p.1	7275
mir-505-3p.1	5029
mir-505-3p.1	54805
mir-505-3p.1	6651
mir-505-3p.1	6671
mir-505-3p.1	221833
mir-505-3p.1	6908
mir-505-3p.1	2004
mir-505-3p.1	2649
mir-505-3p.1	79625
mir-505-3p.1	8440
mir-505-3p.1	2516
mir-505-3p.1	254065
mir-505-3p.1	3815
mir-505-3p.1	5994
mir-505-3p.1	152831
mir-505-3p.1	64359
mir-505-3p.1	130132
mir-505-3p.1	440145
mir-505-3p.1	8600
mir-505-3p.1	9097
mir-505-3p.1	84669
mir-505-3p.1	55593
mir-505-3p.1	8239
mir-505-3p.1	55031
mir-505-3p.1	25862
mir-505-3p.1	64761
mir-505-3p.1	10175
mir-505-3p.1	4613
mir-505-3p.1	3728
mir-505-3p.1	79598
mir-505-3p.1	80817
mir-505-3p.1	374864
mir-505-3p.1	347475
mir-505-3p.1	4215
mir-505-3p.1	81671
mir-505-3p.1	4437
mir-505-3p.1	92399
mir-505-3p.1	56888
mir-505-3p.1	84272
mir-505-3p.1	55799
mir-505-3p.1	124359
mir-505-3p.1	84656
mir-505-3p.1	9987
mir-505-3p.1	4857
mir-505-3p.1	134111
mir-505-3p.1	1317
mir-505-3p.1	9218
mir-505-3p.1	148867
mir-505-3p.1	9663
mir-505-3p.1	84437
mir-505-3p.1	9833
mir-505-3p.1	1665
mir-505-3p.1	3021
mir-505-3p.1	114907
mir-505-3p.1	200933
mir-505-3p.1	4670
mir-505-3p.1	9053
mir-505-3p.1	160851
mir-505-3p.1	389072
mir-505-3p.1	26011
mir-505-3p.1	65977
mir-505-3p.1	5506
mir-505-3p.1	143684
mir-505-3p.1	100316904
mir-505-3p.1	9729
mir-505-3p.1	9500
mir-505-3p.1	142891
mir-505-3p.1	8887
mir-505-3p.1	9098
mir-505-3p.1	6785
mir-505-3p.1	23410
mir-505-3p.1	79836
mir-505-3p.1	2121
mir-505-3p.1	79947
mir-505-3p.1	64106
mir-505-3p.1	56987
mir-505-3p.1	6728
mir-505-3p.1	23034
mir-505-3p.1	100505385
mir-505-3p.1	51557
mir-505-3p.1	134637
mir-505-3p.1	84899
mir-505-3p.1	55349
mir-505-3p.1	1106
mir-491-5p	11124
mir-491-5p	23114
mir-491-5p	599
mir-491-5p	9542
mir-491-5p	7461
mir-491-5p	10847
mir-491-5p	342527
mir-491-5p	2081
mir-491-5p	54475
mir-491-5p	9901
mir-491-5p	4781
mir-491-5p	23089
mir-491-5p	26099
mir-491-5p	6812
mir-491-5p	116113
mir-491-5p	8682
mir-491-5p	64333
mir-491-5p	64856
mir-491-5p	5156
mir-491-5p	122961
mir-491-5p	57659
mir-491-5p	388336
mir-491-5p	8036
mir-491-5p	8026
mir-491-5p	84146
mir-491-5p	8396
mir-491-5p	80139
mir-491-5p	10294
mir-491-5p	25822
mir-491-5p	57222
mir-491-5p	85358
mir-491-5p	84807
mir-491-5p	94
mir-491-5p	5153
mir-491-5p	4082
mir-491-5p	91608
mir-491-5p	10513
mir-491-5p	10765
mir-491-5p	23030
mir-491-5p	10114
mir-491-5p	9415
mir-491-5p	6141
mir-491-5p	328
mir-491-5p	23550
mir-491-5p	25945
mir-491-5p	3617
mir-491-5p	83931
mir-491-5p	113419
mir-491-5p	5537
mir-491-5p	146923
mir-491-5p	8975
mir-491-5p	10868
mir-491-5p	57645
mir-491-5p	79815
mir-491-5p	9334
mir-491-5p	9127
mir-491-5p	118461
mir-491-5p	10642
mir-491-5p	9202
mir-491-5p	114795
mir-491-5p	2962
mir-491-5p	399473
mir-491-5p	11189
mir-491-5p	5088
mir-491-5p	79605
mir-491-5p	66004
mir-491-5p	347741
mir-491-5p	8864
mir-491-5p	10949
mir-491-5p	285704
mir-491-5p	29070
mir-491-5p	1996
mir-491-5p	1995
mir-491-5p	64840
mir-491-5p	4858
mir-491-5p	124359
mir-491-5p	54834
mir-491-5p	113000
mir-491-5p	7005
mir-491-5p	22806
mir-491-5p	128239
mir-491-5p	51301
mir-491-5p	57710
mir-491-5p	285172
mir-491-5p	90324
mir-491-5p	27240
mir-491-5p	147912
mir-491-5p	219995
mir-491-5p	4337
mir-491-5p	262
mir-491-5p	388591
mir-491-5p	59353
mir-491-5p	11240
mir-491-5p	57476
mir-491-5p	80034
mir-491-5p	81566
mir-491-5p	401944
mir-491-5p	23168
mir-491-5p	136227
mir-491-5p	11078
mir-491-5p	6096
mir-491-5p	255877
mir-491-5p	65990
mir-491-5p	5781
mir-491-5p	29115
mir-491-5p	7094
mir-491-5p	55588
mir-491-5p	54796
mir-491-5p	23659
mir-491-5p	6932
mir-491-5p	57622
mir-491-5p	1944
mir-491-5p	64895
mir-491-5p	203062
mir-491-5p	51107
mir-491-5p	100533184
mir-491-5p	127833
mir-491-5p	4340
mir-491-5p	4330
mir-491-5p	11143
mir-491-5p	84148
mir-491-5p	388325
mir-491-5p	57459
mir-491-5p	6789
mir-491-5p	23138
mir-491-5p	6668
mir-491-5p	6208
mir-491-5p	23248
mir-491-5p	65986
mir-491-5p	26137
mir-491-5p	653121
mir-491-5p	8220
mir-491-5p	4928
mir-491-5p	114784
mir-491-5p	56603
mir-491-5p	23264
mir-491-5p	91319
mir-491-5p	9811
mir-491-5p	10755
mir-491-5p	23473
mir-491-5p	1265
mir-491-5p	9854
mir-491-5p	133522
mir-491-5p	58512
mir-491-5p	23048
mir-491-5p	23162
mir-491-5p	1107
mir-491-5p	157680
mir-491-5p	400961
mir-491-5p	4542
mir-491-5p	94030
mir-491-5p	990
mir-491-5p	1073
mir-491-5p	23509
mir-491-5p	23040
mir-491-5p	6602
mir-491-5p	25987
mir-491-5p	5742
mir-491-5p	9669
mir-491-5p	9149
mir-491-5p	55421
mir-491-5p	201243
mir-491-5p	11141
mir-491-5p	79754
mir-491-5p	7923
mir-491-5p	55731
mir-491-5p	63875
mir-491-5p	100528030
mir-491-5p	91252
mir-491-5p	64106
mir-491-5p	56957
mir-491-5p	5693
mir-491-5p	7408
mir-491-5p	1760
mir-491-5p	150726
mir-491-5p	1762
mir-491-5p	64764
mir-491-5p	55715
mir-491-5p	57715
mir-491-5p	6881
mir-491-5p	114785
mir-491-5p	80821
mir-491-5p	22894
mir-491-5p	54665
mir-491-5p	89932
mir-491-5p	8831
mir-491-5p	64834
mir-491-5p	5877
mir-496.1	23396
mir-496.1	81849
mir-496.1	9459
mir-496.1	222194
mir-496.1	5537
mir-496.1	56061
mir-496.1	3178
mir-496.1	64432
mir-496.1	4848
mir-496.1	5567
mir-496.1	23443
mir-496.1	4298
mir-496.1	4302
mir-496.1	6391
mir-496.1	388228
mir-496.1	196527
mir-496.1	122953
mir-496.1	57495
mir-496.1	4076
mir-496.1	345557
mir-496.1	59350
mir-496.1	79974
mir-496.1	26263
mir-496.1	1955
mir-496.1	6095
mir-496.1	114801
mir-496.1	85415
mir-496.1	29967
mir-496.1	4204
mir-496.1	83737
mir-496.1	65983
mir-496.1	79068
mir-496.1	83690
mir-496.1	5991
mir-496.1	9860
mir-496.1	11079
mir-496.1	25778
mir-496.1	6722
mir-496.1	359948
mir-496.1	254394
mir-496.1	51510
mir-496.1	11258
mir-496.1	84231
mir-496.1	10671
mir-496.1	165324
mir-496.1	3638
mir-496.1	5584
mir-496.1	196993
mir-496.1	22834
mir-496.1	84307
mir-496.1	22891
mir-496.1	283209
mir-496.1	146691
mir-496.1	942
mir-496.1	1000
mir-496.1	488
mir-496.1	4247
mir-496.1	56255
mir-496.1	2560
mir-496.1	8892
mir-496.1	7068
mir-496.1	6867
mir-496.1	57826
mir-496.1	5362
mir-496.1	133383
mir-496.1	23768
mir-496.1	10915
mir-496.1	51194
mir-496.1	3490
mir-496.1	10146
mir-496.1	8793
mir-496.1	56965
mir-496.1	5069
mir-496.1	56603
mir-496.1	22929
mir-496.1	84251
mir-496.1	23072
mir-496.1	2036
mir-496.1	131873
mir-496.1	2247
mir-496.1	80034
mir-496.1	23351
mir-496.1	54800
mir-496.1	23040
mir-496.1	11122
mir-496.1	5787
mir-496.1	340547
mir-496.1	7482
mir-496.1	79400
mir-496.1	51272
mir-496.1	7048
mir-496.1	5051
mir-496.1	23671
mir-496.1	56204
mir-496.1	79625
mir-496.1	221496
mir-496.1	1493
mir-496.1	6310
mir-496.1	375567
mir-496.1	257160
mir-496.1	6777
mir-496.1	23607
mir-496.1	3340
mir-496.1	2627
mir-496.1	10203
mir-496.1	5139
mir-496.1	5150
mir-496.1	84947
mir-496.1	23329
mir-496.1	23731
mir-496.1	80008
mir-496.1	84896
mir-496.1	51338
mir-496.1	84864
mir-496.1	22998
mir-496.1	63916
mir-496.1	23051
mir-496.1	8444
mir-496.1	63967
mir-496.1	7184
mir-496.1	285513
mir-496.1	65986
mir-496.1	84614
mir-496.1	905
mir-496.1	10021
mir-496.1	23023
mir-496.1	5716
mir-496.1	3344
mir-496.1	2355
mir-496.1	64067
mir-496.1	27439
mir-496.1	55332
mir-496.1	56888
mir-496.1	11278
mir-496.1	51479
mir-496.1	54467
mir-496.1	23568
mir-496.1	5462
mir-496.1	5090
mir-496.1	5087
mir-496.1	4857
mir-496.1	10052
mir-496.1	121536
mir-496.1	389432
mir-496.1	4154
mir-496.1	10048
mir-496.1	51046
mir-496.1	256987
mir-496.1	285313
mir-323-3p	92597
mir-323-3p	10988
mir-323-3p	1871
mir-323-3p	9388
mir-323-3p	151195
mir-323-3p	51582
mir-323-3p	10054
mir-323-3p	11231
mir-323-3p	6711
mir-323-3p	51164
mir-323-3p	7555
mir-323-3p	56889
mir-323-3p	8453
mir-323-3p	157378
mir-323-3p	55161
mir-323-3p	55885
mir-323-3p	4008
mir-323-3p	51510
mir-323-3p	114299
mir-323-3p	5654
mir-323-3p	57479
mir-323-3p	1147
mir-323-3p	775
mir-323-3p	8913
mir-323-3p	100131897
mir-323-3p	65056
mir-323-3p	139231
mir-323-3p	8604
mir-323-3p	9265
mir-323-3p	3939
mir-323-3p	54101
mir-323-3p	23241
mir-323-3p	84458
mir-323-3p	167691
mir-323-3p	92312
mir-323-3p	130074
mir-323-3p	64131
mir-323-3p	171546
mir-323-3p	64149
mir-323-3p	1004
mir-323-3p	284611
mir-323-3p	3475
mir-323-3p	26273
mir-323-3p	8812
mir-323-3p	23683
mir-323-3p	23468
mir-323-3p	55296
mir-323-3p	133522
mir-323-3p	828
mir-323-3p	2044
mir-323-3p	57579
mir-323-3p	22849
mir-323-3p	80315
mir-323-3p	4087
mir-323-3p	4088
mir-323-3p	4090
mir-323-3p	7039
mir-323-3p	55754
mir-323-3p	9689
mir-323-3p	7161
mir-323-3p	81542
mir-323-3p	3845
mir-323-3p	729515
mir-323-3p	11108
mir-323-3p	84187
mir-323-3p	54796
mir-323-3p	651
mir-323-3p	29967
mir-323-3p	64101
mir-323-3p	149986
mir-323-3p	25798
mir-323-3p	54790
mir-323-3p	51274
mir-323-3p	1955
mir-323-3p	79893
mir-323-3p	2186
mir-323-3p	25836
mir-323-3p	60676
mir-323-3p	3308
mir-323-3p	26060
mir-323-3p	1944
mir-323-3p	50809
mir-323-3p	26137
mir-323-3p	65986
mir-323-3p	7704
mir-323-3p	596
mir-323-3p	27333
mir-323-3p	51430
mir-323-3p	6801
mir-323-3p	1788
mir-323-3p	84263
mir-323-3p	7763
mir-323-3p	10483
mir-323-3p	81037
mir-323-3p	7341
mir-323-3p	6358
mir-323-3p	64343
mir-323-3p	463
mir-323-3p	9126
mir-323-3p	57709
mir-323-3p	4323
mir-323-3p	54879
mir-323-3p	51094
mir-323-3p	79602
mir-323-3p	23414
mir-323-3p	22903
mir-323-3p	25778
mir-323-3p	80829
mir-323-3p	57492
mir-323-3p	11102
mir-323-3p	140460
mir-323-3p	400
mir-323-3p	382
mir-323-3p	124925
mir-323-3p	63877
mir-323-3p	54812
mir-323-3p	80034
mir-323-3p	57649
mir-323-3p	80323
mir-323-3p	753
mir-323-3p	57338
mir-323-3p	55904
mir-323-3p	91404
mir-323-3p	6446
mir-323-3p	54557
mir-323-3p	844
mir-323-3p	4883
mir-323-3p	4880
mir-323-3p	11215
mir-323-3p	55609
mir-323-3p	8715
mir-323-3p	26040
mir-323-3p	2117
mir-323-3p	1827
mir-323-3p	57057
mir-323-3p	80213
mir-323-3p	8613
mir-323-3p	55585
mir-323-3p	96459
mir-323-3p	25936
mir-323-3p	3190
mir-323-3p	4753
mir-323-3p	2926
mir-323-3p	64478
mir-323-3p	9542
mir-323-3p	5100
mir-323-3p	10746
mir-323-3p	4215
mir-323-3p	284273
mir-323-3p	55740
mir-323-3p	5093
mir-323-3p	5094
mir-323-3p	4801
mir-323-3p	51234
mir-323-3p	161436
mir-323-3p	7447
mir-323-3p	4784
mir-323-3p	4774
mir-323-3p	55294
mir-323-3p	1997
mir-323-3p	11183
mir-323-3p	9448
mir-323-3p	10783
mir-323-3p	64388
mir-323-3p	8545
mir-323-3p	26585
mir-323-3p	11164
mir-323-3p	114815
mir-323-3p	196740
mir-323-3p	55832
mir-323-3p	22822
mir-323-3p	7465
mir-323-3p	7109
mir-323-3p	164633
mir-323-3p	23264
mir-323-3p	8411
mir-323-3p	3156
mir-323-3p	221806
mir-323-3p	1907
mir-323-3p	9832
mir-323-3p	9200
mir-323-3p	9139
mir-323-3p	23040
mir-323-3p	1463
mir-323-3p	51496
mir-323-3p	10209
mir-323-3p	5792
mir-323-3p	4678
mir-323-3p	1960
mir-323-3p	114803
mir-323-3p	54675
mir-323-3p	56940
mir-323-3p	23035
mir-323-3p	1977
mir-323-3p	9655
mir-323-3p	2066
mir-323-3p	389206
mir-323-3p	10943
mir-323-3p	10019
mir-323-3p	221662
mir-323-3p	54439
mir-323-3p	4084
mir-323-3p	340120
mir-323-3p	10099
mir-323-3p	1027
mir-323-3p	54951
mir-323-3p	9712
mir-323-3p	93487
mir-323-3p	222194
mir-323-3p	10200
mir-323-3p	7429
mir-323-3p	27123
mir-323-3p	91748
mir-323-3p	5563
mir-323-3p	84879
mir-323-3p	55777
mir-323-3p	4286
mir-323-3p	22865
mir-323-3p	81609
mir-323-3p	26225
mir-323-3p	3840
mir-323-3p	9915
mir-323-3p	9217
mir-323-3p	9218
mir-323-3p	347731
mir-323-3p	7227
mir-323-3p	5706
mir-323-3p	10197
mir-323-3p	3321
mir-323-3p	23767
mir-323-3p	160851
mir-323-3p	9053
mir-323-3p	54665
mir-323-3p	9826
mir-323-3p	285175
mir-323-3p	389337
mir-323-3p	123879
mir-323-3p	55269
mir-323-3p	4081
mir-323-3p	140578
mir-323-3p	1620
mir-323-3p	8880
mir-323-3p	9706
mir-323-3p	7078
mir-323-3p	5862
mir-323-3p	5869
mir-323-3p	6400
mir-323-3p	2845
mir-323-3p	29899
mir-323-3p	8482
mir-323-3p	79668
mir-323-3p	1129
mir-323-3p	9908
mir-323-3p	55361
mir-323-3p	25942
mir-323-3p	57698
mir-323-3p	7905
mir-323-3p	56256
mir-323-3p	80143
mir-323-3p	51065
mir-323-3p	9698
mir-323-3p	25782
mir-323-3p	26994
mir-323-3p	134829
mir-323-3p	57482
mir-323-3p	171425
mir-323-3p	57614
mir-323-3p	57589
mir-323-3p	23347
mir-323-3p	115207
mir-323-3p	8503
mir-323-3p	200150
mir-323-3p	8496
mir-323-3p	2917
mir-323-3p	574028
mir-323-3p	862
mir-323-3p	26053
mir-323-3p	8451
mir-323-3p	25957
mir-323-3p	93
mir-323-3p	112
mir-323-3p	11201
mir-323-3p	148867
mir-323-3p	26035
mir-323-3p	23250
mir-323-3p	9819
mir-323-3p	481
mir-323-3p	57092
mir-323-3p	9829
mir-323-3p	5090
mir-323-3p	9867
mir-323-3p	23133
mir-323-3p	2776
mir-323-3p	3157
mir-323-3p	390874
mir-323-3p	9480
mir-323-3p	10138
mir-323-3p	55534
mir-323-3p	894
mir-323-3p	392255
mir-323-3p	2730
mir-323-3p	23243
mir-323-3p	2571
mir-323-3p	8997
mir-323-3p	5074
mir-323-3p	57522
mir-323-3p	346389
mir-323-3p	93986
mir-323-3p	27023
mir-323-3p	7855
mir-323-3p	351
mir-323-3p	10054
mir-323-3p	1896
mir-323-3p	8726
mir-323-3p	4287
mir-323-3p	1363
mir-323-3p	1641
mir-323-3p	23109
mir-323-3p	1810
mir-323-3p	56261
mir-323-3p	57154
mir-323-3p	9568
mir-323-3p	55809
mir-323-3p	4773
mir-323-3p	7707
mir-323-3p	3340
mir-323-3p	2101
mir-323-3p	23074
mir-323-3p	54914
mir-323-3p	54477
mir-323-3p	54664
mir-323-3p	4254
mir-323-3p	340554
mir-323-3p	25801
mir-323-3p	2690
mir-323-3p	10690
mir-323-3p	10020
mir-323-3p	9578
mir-323-3p	9649
mir-323-3p	8394
mir-323-3p	139324
mir-323-3p	3099
mir-323-3p	65243
mir-323-3p	6813
mir-323-3p	6497
mir-323-3p	221833
mir-323-3p	100131390
mir-323-3p	10251
mir-323-3p	51123
mir-323-3p	23446
mir-323-3p	2332
mir-323-3p	84627
mir-323-3p	2821
mir-323-3p	203447
mir-323-3p	55893
mir-323-3p	22891
mir-323-3p	5966
mir-323-3p	7756
mir-323-3p	5144
mir-323-3p	5142
mir-323-3p	2568
mir-323-3p	5910
mir-323-3p	8600
mir-323-3p	23108
mir-323-3p	84807
mir-323-3p	144165
mir-323-3p	114799
mir-323-3p	117247
mir-323-3p	9746
mir-323-3p	7490
mir-323-3p	9732
mir-323-3p	84553
mir-323-3p	11176
mir-323-3p	5500
mir-323-3p	55818
mir-323-3p	1389
mir-323-3p	114882
mir-323-3p	160760
mir-323-3p	27161
mir-323-3p	26523
mir-323-3p	10114
mir-323-3p	133121
mir-323-3p	59084
mir-323-3p	56977
mir-323-3p	55068
mir-323-3p	221477
mir-323-3p	7042
mir-323-3p	29966
mir-323-3p	57679
mir-323-3p	151987
mir-323-3p	10152
mir-323-3p	140739
mir-323-3p	7320
mir-323-3p	3093
mir-323-3p	55284
mir-323-3p	22848
mir-323-3p	122060
mir-323-3p	27253
mir-323-3p	55206
mir-323-3p	9882
mir-323-3p	55917
mir-323-3p	57459
mir-323-3p	747
mir-323-3p	23394
mir-323-3p	6197
mir-323-3p	55593
mir-323-3p	9958
mir-323-3p	5458
mir-323-3p	63027
mir-323-3p	91012
mir-323-3p	4929
mir-323-3p	56946
mir-323-3p	6095
mir-323-3p	55833
mir-323-3p	10735
mir-323-3p	7572
mir-323-3p	6045
mir-323-3p	29978
mir-323-3p	9462
mir-323-3p	5955
mir-323-3p	388272
mir-323-3p	7750
mir-323-3p	10181
mir-323-3p	163404
mir-323-3p	129684
mir-323-3p	22982
mir-323-3p	26009
mir-323-3p	51133
mir-323-3p	3479
mir-323-3p	79718
mir-323-3p	57476
mir-323-3p	23359
mir-323-3p	6008
mir-323-3p	84289
mir-323-3p	23428
mir-323-3p	1993
mir-323-3p	5991
mir-323-3p	9475
mir-323-3p	6093
mir-323-3p	23284
mir-323-3p	9813
mir-323-3p	65979
mir-323-3p	8462
mir-323-3p	3752
mir-323-3p	3763
mir-323-3p	10242
mir-323-3p	3745
mir-323-3p	56888
mir-323-3p	55083
mir-323-3p	64395
mir-323-3p	26249
mir-323-3p	3786
mir-323-3p	27164
mir-323-3p	4289
mir-323-3p	80351
mir-323-3p	102
mir-323-3p	221749
mir-323-3p	152189
mir-323-3p	8898
mir-323-3p	54830
mir-323-3p	644150
mir-323-3p	6782
mir-323-3p	23174
mir-323-3p	57666
mir-323-3p	23788
mir-323-3p	221981
mir-323-3p	148423
mir-323-3p	9695
mir-323-3p	2589
mir-323-3p	153090
mir-323-3p	55660
mir-323-3p	157313
mir-323-3p	7005
mir-323-3p	64207
mir-323-3p	996
mir-323-3p	79572
mir-323-3p	220441
mir-323-3p	284996
mir-323-3p	257160
mir-323-3p	8550
mir-323-3p	1009
mir-323-3p	169792
mir-323-3p	5218
mir-323-3p	22807
mir-323-3p	23671
mir-411-5p.1	54737
mir-411-5p.1	84901
mir-411-5p.1	57828
mir-411-5p.1	4779
mir-411-5p.1	7480
mir-411-5p.1	80314
mir-411-5p.1	515
mir-411-5p.1	81575
mir-411-5p.1	392617
mir-411-5p.1	493
mir-411-5p.1	64641
mir-411-5p.1	1982
mir-411-5p.1	89795
mir-411-5p.1	84665
mir-411-5p.1	1184
mir-411-5p.1	2969
mir-411-5p.1	57534
mir-411-5p.1	5457
mir-411-5p.1	84441
mir-411-5p.1	55534
mir-411-5p.1	904
mir-411-5p.1	7461
mir-411-5p.1	4345
mir-411-5p.1	55676
mir-411-5p.1	9150
mir-411-5p.1	843
mir-411-5p.1	22941
mir-411-5p.1	83552
mir-411-5p.1	862
mir-411-5p.1	23244
mir-411-5p.1	785
mir-411-5p.1	91860
mir-411-5p.1	9698
mir-411-5p.1	4327
mir-411-5p.1	7048
mir-411-5p.1	55284
mir-411-5p.1	9603
mir-411-5p.1	57620
mir-411-5p.1	51304
mir-411-5p.1	6532
mir-411-5p.1	7403
mir-411-5p.1	84133
mir-411-5p.1	160760
mir-411-5p.1	28996
mir-411-5p.1	317762
mir-411-5p.1	2781
mir-411-5p.1	10138
mir-411-5p.1	10645
mir-411-5p.1	51066
mir-411-5p.1	55540
mir-411-5p.1	25862
mir-411-5p.1	3178
mir-411-5p.1	3189
mir-411-5p.1	8322
mir-411-5p.1	221749
mir-411-5p.1	10772
mir-411-5p.1	730094
mir-411-5p.1	26249
mir-411-5p.1	9693
mir-411-5p.1	79966
mir-411-5p.1	1843
mir-411-5p.1	5718
mir-411-5p.1	7763
mir-411-5p.1	26523
mir-411-5p.1	23429
mir-411-5p.1	157922
mir-411-5p.1	6096
mir-411-5p.1	10890
mir-411-5p.1	23011
mir-411-5p.1	115827
mir-411-5p.1	5604
mir-411-5p.1	118429
mir-411-5p.1	5903
mir-411-5p.1	57580
mir-411-5p.1	80243
mir-411-5p.1	23450
mir-411-5p.1	26234
mir-411-5p.1	26224
mir-411-5p.1	1374
mir-411-5p.1	23172
mir-411-5p.1	9860
mir-411-5p.1	29967
mir-411-5p.1	55275
mir-411-5p.1	123096
mir-411-5p.1	23659
mir-411-5p.1	54926
mir-411-5p.1	9495
mir-411-5p.1	84708
mir-411-5p.1	6668
mir-411-5p.1	5669
mir-411-5p.1	54149
mir-411-5p.1	1540
mir-411-5p.1	81848
mir-411-5p.1	11164
mir-411-5p.1	11163
mir-411-5p.1	55379
mir-411-5p.1	819
mir-411-5p.1	1000
mir-411-5p.1	2895
mir-411-5p.1	53944
mir-411-5p.1	25758
mir-411-5p.1	64106
mir-411-5p.1	134
mir-411-5p.1	63877
mir-411-5p.1	96459
mir-411-5p.1	51207
mir-411-5p.1	55691
mir-411-5p.1	6843
mir-411-5p.1	8609
mir-411-5p.1	2066
mir-411-5p.1	7089
mir-411-5p.1	7476
mir-411-5p.1	9324
mir-411-5p.1	6320
mir-411-5p.1	6747
mir-411-5p.1	3838
mir-411-5p.1	10371
mir-411-5p.1	11100
mir-411-5p.1	142686
mir-411-5p.1	664
mir-411-5p.2	23011
mir-411-5p.2	51307
mir-411-5p.2	9367
mir-411-5p.2	115827
mir-411-5p.2	9098
mir-411-5p.2	160851
mir-411-5p.2	9201
mir-411-5p.2	54798
mir-411-5p.2	3977
mir-411-5p.2	55236
mir-411-5p.2	79987
mir-411-5p.2	26224
mir-411-5p.2	57580
mir-411-5p.2	4089
mir-411-5p.2	10371
mir-411-5p.2	4522
mir-411-5p.2	2645
mir-411-5p.2	3295
mir-411-5p.2	11076
mir-411-5p.2	80315
mir-411-5p.2	6836
mir-411-5p.2	1000
mir-411-5p.2	1004
mir-411-5p.2	55737
mir-411-5p.2	254013
mir-411-5p.2	29967
mir-411-5p.2	23043
mir-411-5p.2	389136
mir-411-5p.2	5036
mir-411-5p.2	55379
mir-411-5p.2	255252
mir-411-5p.2	8085
mir-411-5p.2	2034
mir-411-5p.2	9495
mir-411-5p.2	394
mir-411-5p.2	96459
mir-411-5p.2	2322
mir-411-5p.2	6102
mir-411-5p.2	5669
mir-411-5p.2	6668
mir-411-5p.2	11163
mir-411-5p.2	57477
mir-411-5p.2	9324
mir-411-5p.2	55607
mir-411-5p.2	7476
mir-411-5p.2	1362
mir-411-5p.2	144348
mir-411-5p.2	6845
mir-411-5p.2	2066
mir-411-5p.2	84901
mir-411-5p.2	22941
mir-411-5p.2	8669
mir-411-5p.2	1956
mir-411-5p.2	862
mir-411-5p.2	9508
mir-411-5p.2	3838
mir-411-5p.2	57551
mir-411-5p.2	57504
mir-411-5p.2	2956
mir-411-5p.2	55167
mir-411-5p.2	1879
mir-411-5p.2	79683
mir-411-5p.2	149041
mir-411-5p.2	7543
mir-411-5p.2	1857
mir-411-5p.2	3238
mir-411-5p.2	9901
mir-411-5p.2	51735
mir-411-5p.2	9895
mir-411-5p.2	83552
mir-411-5p.2	51547
mir-411-5p.2	100529261
mir-411-5p.2	284996
mir-411-5p.2	55660
mir-411-5p.2	10788
